hv(eV),n(hV),I(hv)(eV),eta_SQ,eta_UL
0.8737,2.487537e+19,3.482281,0.2819,0.4548
0.8744,1.569689e+20,21.98943,0.2822,0.4551
0.875,1.358429e+20,19.04337,0.2825,0.4555
0.8756,4.099867e+20,57.51526,0.2828,0.4558
0.8762,2.112716e+18,0.2965932,0.2831,0.4561
0.8768,4.175843e+18,0.5866396,0.2834,0.4564
0.8775,2.675016e+20,37.60631,0.2836,0.4567
0.8781,3.017167e+19,4.244644,0.2839,0.457
0.8787,2.411483e+19,3.394954,0.2842,0.4573
0.8793,5.309994e+18,0.7480861,0.2845,0.4576
0.8799,7.03257e+18,0.9914702,0.2848,0.458
0.8806,1.869239e+19,2.637174,0.2851,0.4583
0.8812,1.974281e+18,0.278735,0.2854,0.4586
0.8818,2.307618e+19,3.260283,0.2857,0.4589
0.8824,4104045000000000.0,0.0005802464,0.286,0.4593
0.8831,8.303399e+18,1.174804,0.2863,0.4596
0.8837,2.668745e+19,3.778558,0.2866,0.4599
0.8843,2.053564e+19,2.909624,0.2869,0.4603
0.885,117548600000000.0,1.666694e-05,0.2872,0.4606
0.8856,36171790000000.0,5.132378e-06,0.2875,0.4609
0.8862,9.030366e+18,1.282225,0.2877,0.4612
0.8869,1.409351e+19,2.002574,0.288,0.4616
0.8875,5.430594e+17,0.0772196,0.2883,0.4619
0.8881,69828640000000.0,9.936301e-06,0.2886,0.4622
0.8888,7400060000000000.0,0.00105375,0.2889,0.4626
0.8894,8.306957e+17,0.1183739,0.2892,0.4629
0.8901,1.271581e+18,0.1813299,0.2895,0.4632
0.8907,2.604493e+17,0.03716726,0.2898,0.4636
0.8913,3.757465e+18,0.5365923,0.2901,0.4639
0.892,5.37892e+18,0.7687,0.2904,0.4642
0.8926,6.321572e+18,0.9040645,0.2907,0.4646
0.8933,4.371404e+16,0.006256163,0.2911,0.4649
0.8939,2.155521e+18,0.3087112,0.2914,0.4652
0.8945,2.725874e+16,0.003906782,0.2917,0.4656
0.8952,2.254405e+16,0.003233395,0.292,0.4659
0.8958,6640078000000000.0,0.0009530456,0.2923,0.4662
0.8965,472763700000000.0,6.79045e-05,0.2926,0.4666
0.8971,2.751319e+16,0.003954664,0.2929,0.4669
0.8978,2.536177e+16,0.003648065,0.2932,0.4672
0.8984,8.705934e+17,0.1253178,0.2935,0.4676
0.8991,5.554191e+17,0.08000796,0.2938,0.4679
0.8997,1.178141e+19,1.69834,0.2941,0.4683
0.9004,1.300779e+18,0.187649,0.2944,0.4686
0.901,2.723679e+18,0.3932006,0.2947,0.4689
0.9017,3.412698e+18,0.4930282,0.295,0.4693
0.9024,1.887047e+18,0.2728177,0.2953,0.4696
0.903,4.66618e+17,0.06750992,0.2956,0.47
0.9037,2.883504e+16,0.004174871,0.2959,0.4703
0.9043,206451800000000.0,2.991285e-05,0.2963,0.4707
0.905,3048609000000000.0,0.0004420361,0.2966,0.471
0.9057,5382459000000000.0,0.0007810051,0.2969,0.4713
0.9063,1539467000.0,2.23543e-10,0.2972,0.4717
0.907,5.161524e+16,0.007500428,0.2975,0.472
0.9076,1.323774e+17,0.0192504,0.2978,0.4724
0.9083,93727870000.0,1.363995e-08,0.2981,0.4727
0.909,1.400193e+16,0.002039154,0.2984,0.4731
0.9096,3.245062e+16,0.004729375,0.2988,0.4734
0.9103,185434600000.0,2.704521e-08,0.2991,0.4738
0.911,49269080000000.0,7.19106e-06,0.2994,0.4741
0.9116,2.186094e+16,0.003193056,0.2997,0.4745
0.9123,7484147000000000.0,0.001093955,0.3,0.4748
0.913,4.265478e+16,0.006239425,0.3003,0.4752
0.9137,7.283438e+17,0.1066187,0.3007,0.4755
0.9143,4.866429e+17,0.07128978,0.301,0.4759
0.915,3.639884e+16,0.005336111,0.3013,0.4762
0.9157,2.923788e+18,0.4289472,0.3016,0.4766
0.9164,9.663976e+17,0.1418844,0.3019,0.4769
0.917,1.521602e+19,2.235635,0.3023,0.4773
0.9177,4.635381e+19,6.815641,0.3026,0.4776
0.9184,1.600872e+20,23.55588,0.3029,0.478
0.9191,1.610673e+20,23.71768,0.3032,0.4783
0.9198,4.719241e+19,6.954388,0.3035,0.4786
0.9204,5.965841e+20,87.97934,0.3038,0.479
0.9211,5.761172e+20,85.02417,0.3041,0.4793
0.9218,1.077234e+21,159.0978,0.3044,0.4795
0.9225,7.456503e+20,110.2078,0.3046,0.4798
0.9232,1.250158e+21,184.9122,0.3049,0.4801
0.9239,1.74657e+21,258.5294,0.3051,0.4803
0.9246,1.668352e+21,247.1357,0.3053,0.4804
0.9253,1.644302e+21,243.7549,0.3055,0.4806
0.9259,1.723478e+21,255.6829,0.3057,0.4808
0.9266,1.731582e+21,257.0772,0.3059,0.481
0.9273,1.596698e+21,237.2292,0.3062,0.4812
0.928,1.7765e+21,264.1407,0.3064,0.4814
0.9287,2.233225e+21,332.298,0.3066,0.4815
0.9294,1.631373e+21,242.9261,0.3068,0.4817
0.9301,1.952672e+21,290.9884,0.307,0.4819
0.9308,1.398935e+21,208.6267,0.3072,0.4821
0.9315,1.386308e+21,206.899,0.3074,0.4823
0.9322,2.189695e+21,327.0457,0.3076,0.4824
0.9329,1.692585e+21,252.9893,0.3078,0.4826
0.9336,2.229945e+21,333.5591,0.308,0.4828
0.9343,2.526152e+21,378.151,0.3082,0.4829
0.935,2.655437e+21,397.804,0.3083,0.483
0.9357,3.043577e+21,456.2942,0.3084,0.483
0.9364,2.473625e+21,371.1269,0.3086,0.4831
0.9371,2.188774e+21,328.638,0.3087,0.4832
0.9379,2.834672e+21,425.9396,0.3089,0.4833
0.9386,2.795392e+21,420.3552,0.309,0.4834
0.9393,2.416067e+21,363.5897,0.3092,0.4835
0.94,2.502169e+21,376.8326,0.3093,0.4836
0.9407,3.098223e+21,466.9537,0.3095,0.4836
0.9414,2.895381e+21,436.7134,0.3096,0.4837
0.9421,3.000022e+21,452.8404,0.3097,0.4837
0.9428,2.638833e+21,398.6233,0.3098,0.4838
0.9436,2.656031e+21,401.5266,0.31,0.4839
0.9443,2.881486e+21,435.9417,0.3101,0.4839
0.945,3.056928e+21,462.8369,0.3102,0.484
0.9457,3.052596e+21,462.5336,0.3104,0.484
0.9464,2.748777e+21,416.8164,0.3105,0.4841
0.9472,3.498278e+21,530.8738,0.3106,0.4841
0.9479,3.152534e+21,478.7719,0.3107,0.4841
0.9486,2.773449e+21,421.5229,0.3108,0.4842
0.9493,3.477899e+21,528.9935,0.3109,0.4842
0.9501,3.463509e+21,527.2085,0.311,0.4842
0.9508,2.706499e+21,412.2938,0.3111,0.4842
0.9515,3.109782e+21,474.0915,0.3112,0.4842
0.9523,3.511281e+21,535.7118,0.3113,0.4842
0.953,3.239167e+21,494.5756,0.3114,0.4842
0.9537,3.149993e+21,481.3298,0.3115,0.4843
0.9545,3.635783e+21,555.988,0.3116,0.4842
0.9552,3.479196e+21,532.4524,0.3116,0.4842
0.9559,3.289289e+21,503.7774,0.3117,0.4842
0.9567,3.443164e+21,527.7512,0.3118,0.4842
0.9574,3.572495e+21,547.9973,0.3119,0.4842
0.9581,3.556043e+21,545.8953,0.312,0.4841
0.9589,3.621182e+21,556.3248,0.312,0.4841
0.9596,3.469263e+21,533.3979,0.3121,0.4841
0.9604,3.65062e+21,561.7163,0.3122,0.4841
0.9611,3.598476e+21,554.1221,0.3122,0.484
0.9619,3.559765e+21,548.5863,0.3123,0.484
0.9626,3.642842e+21,561.8249,0.3124,0.4839
0.9634,3.653752e+21,563.9454,0.3124,0.4839
0.9641,3.688504e+21,569.7521,0.3125,0.4838
0.9649,3.652769e+21,564.6712,0.3125,0.4838
0.9656,3.616657e+21,559.5242,0.3126,0.4838
0.9664,3.492879e+21,540.796,0.3127,0.4837
0.9671,3.191452e+21,494.512,0.3127,0.4837
0.9679,3.527951e+21,547.0789,0.3128,0.4837
0.9686,3.593691e+21,557.7086,0.3129,0.4836
0.9694,3.606682e+21,560.1624,0.3129,0.4836
0.9701,3.624248e+21,563.331,0.313,0.4836
0.9709,3.551317e+21,552.4274,0.3131,0.4835
0.9717,3.517e+21,547.5178,0.3131,0.4835
0.9724,3.470025e+21,540.6287,0.3132,0.4834
0.9732,3.409897e+21,531.6776,0.3133,0.4834
0.974,3.402795e+21,530.9871,0.3133,0.4834
0.9747,3.416007e+21,533.4678,0.3134,0.4833
0.9755,3.403455e+21,531.9258,0.3135,0.4833
0.9763,3.22235e+21,504.0175,0.3136,0.4833
0.977,2.045475e+21,320.191,0.3137,0.4834
0.9778,3.067008e+21,480.4765,0.3138,0.4834
0.9786,3.20601e+21,502.6491,0.3139,0.4834
0.9793,3.174121e+21,498.0424,0.314,0.4834
0.9801,3.252331e+21,510.7176,0.3141,0.4834
0.9809,3.046027e+21,478.6999,0.3142,0.4834
0.9817,3.273659e+21,514.8808,0.3143,0.4834
0.9824,3.229002e+21,508.2596,0.3144,0.4834
0.9832,3.349886e+21,527.7054,0.3144,0.4834
0.984,3.501441e+21,552.0175,0.3145,0.4834
0.9848,3.461915e+21,546.2196,0.3146,0.4833
0.9856,3.596831e+21,567.9577,0.3146,0.4833
0.9863,3.510521e+21,554.77,0.3147,0.4832
0.9871,3.541651e+21,560.1349,0.3147,0.4831
0.9879,3.617228e+21,572.5439,0.3148,0.4831
0.9887,3.551981e+21,562.6648,0.3148,0.483
0.9895,3.576239e+21,566.9596,0.3149,0.483
0.9903,3.593501e+21,570.1512,0.3149,0.4829
0.9911,3.597696e+21,571.273,0.315,0.4828
0.9919,3.624523e+21,575.9934,0.315,0.4828
0.9927,3.63648e+21,578.3561,0.3151,0.4827
0.9935,3.619387e+21,576.0988,0.3151,0.4826
0.9943,3.601717e+21,573.7462,0.3151,0.4825
0.9951,3.60869e+21,575.3182,0.3152,0.4825
0.9959,3.577285e+21,570.7696,0.3152,0.4824
0.9967,3.558745e+21,568.2679,0.3153,0.4823
0.9975,3.567793e+21,570.1709,0.3153,0.4823
0.9983,3.597539e+21,575.3876,0.3154,0.4822
0.9991,3.584976e+21,573.8404,0.3154,0.4821
0.9999,3.567027e+21,571.4277,0.3154,0.4821
1.0007,3.573463e+21,572.9209,0.3155,0.482
1.0015,3.605264e+21,578.4863,0.3155,0.4819
1.0023,3.561336e+21,571.8996,0.3156,0.4818
1.0031,3.59633e+21,577.9864,0.3156,0.4818
1.0039,3.556709e+21,572.0816,0.3156,0.4817
1.0047,3.58714e+21,577.4438,0.3157,0.4816
1.0055,3.455203e+21,556.6562,0.3157,0.4815
1.0064,3.540647e+21,570.8849,0.3158,0.4815
1.0072,3.575205e+21,576.9251,0.3158,0.4814
1.008,3.475831e+21,561.3454,0.3159,0.4813
1.0088,3.521478e+21,569.18,0.3159,0.4812
1.0096,3.508152e+21,567.4879,0.3159,0.4812
1.0105,3.248021e+21,525.8367,0.316,0.4811
1.0113,3.503085e+21,567.5927,0.316,0.481
1.0121,3.451006e+21,559.6109,0.3161,0.481
1.0129,3.336238e+21,541.4423,0.3161,0.4809
1.0138,3.298209e+21,535.7082,0.3162,0.4809
1.0146,3.344435e+21,543.6609,0.3162,0.4808
1.0154,3.439114e+21,559.5095,0.3163,0.4807
1.0163,3.377144e+21,549.8779,0.3163,0.4807
1.0171,3.284855e+21,535.2899,0.3164,0.4806
1.0179,3.370026e+21,549.6201,0.3164,0.4805
1.0188,3.332019e+21,543.868,0.3165,0.4805
1.0196,3.404995e+21,556.2365,0.3165,0.4804
1.0204,3.115493e+21,509.3626,0.3166,0.4804
1.0213,3.153356e+21,515.9777,0.3167,0.4803
1.0221,3.402755e+21,557.2453,0.3167,0.4803
1.023,3.071436e+21,503.4027,0.3168,0.4802
1.0238,3.045308e+21,499.5324,0.3169,0.4802
1.0247,3.261043e+21,535.3622,0.3169,0.4802
1.0255,2.972556e+21,488.4053,0.317,0.4801
1.0264,3.102466e+21,510.172,0.3171,0.4801
1.0272,3.069064e+21,505.0976,0.3171,0.4801
1.0281,3.424662e+21,564.0882,0.3172,0.48
1.0289,3.103989e+21,511.6934,0.3172,0.4799
1.0298,2.568672e+21,423.7979,0.3173,0.4799
1.0306,3.068554e+21,506.6929,0.3174,0.4799
1.0315,3.082627e+21,509.44,0.3175,0.4799
1.0323,3.074306e+21,508.488,0.3176,0.4799
1.0332,3.145004e+21,520.6148,0.3176,0.4798
1.0341,2.55374e+21,423.0913,0.3177,0.4798
1.0349,3.029265e+21,502.2929,0.3178,0.4798
1.0358,3.322726e+21,551.413,0.3179,0.4798
1.0367,2.995989e+21,497.606,0.3179,0.4797
1.0375,3.096917e+21,514.7996,0.318,0.4797
1.0384,3.240786e+21,539.1662,0.318,0.4796
1.0393,3.132272e+21,521.5496,0.3181,0.4796
1.0401,3.255199e+21,542.4726,0.3181,0.4795
1.041,3.063453e+21,510.9472,0.3182,0.4794
1.0419,3.163781e+21,528.1243,0.3182,0.4794
1.0428,2.837085e+21,473.9877,0.3183,0.4794
1.0436,2.280884e+21,381.3847,0.3184,0.4794
1.0445,3.094824e+21,517.919,0.3185,0.4794
1.0454,3.231961e+21,541.325,0.3186,0.4793
1.0463,2.752605e+21,461.4261,0.3186,0.4793
1.0472,2.829479e+21,474.7132,0.3187,0.4793
1.048,2.949029e+21,495.1889,0.3188,0.4793
1.0489,2.166976e+21,364.1776,0.3189,0.4793
1.0498,3.044051e+21,512.0101,0.319,0.4793
1.0507,2.939926e+21,494.9154,0.3191,0.4793
1.0516,3.218723e+21,542.3085,0.3191,0.4792
1.0525,2.389437e+21,402.9274,0.3192,0.4792
1.0534,3.127163e+21,527.7772,0.3193,0.4792
1.0543,3.148519e+21,531.8333,0.3194,0.4791
1.0552,2.979843e+21,503.7697,0.3194,0.4791
1.0561,2.213544e+21,374.5387,0.3195,0.4791
1.057,2.990996e+21,506.5175,0.3196,0.4791
1.0579,2.97296e+21,503.8927,0.3197,0.479
1.0588,2.922848e+21,495.8222,0.3197,0.479
1.0597,2.983128e+21,506.4804,0.3198,0.4789
1.0606,2.744377e+21,466.3434,0.3199,0.4789
1.0615,2.714308e+21,461.6287,0.32,0.4789
1.0624,2.645521e+21,450.3156,0.32,0.4789
1.0633,2.413318e+21,411.1427,0.3202,0.4789
1.0642,2.494811e+21,425.3911,0.3203,0.4789
1.0652,2.573431e+21,439.1735,0.3204,0.479
1.0661,2.992752e+21,511.1727,0.3204,0.4789
1.067,2.229813e+21,381.1877,0.3205,0.4789
1.0679,2.208239e+21,377.8248,0.3207,0.479
1.0688,1.815622e+21,310.9167,0.3208,0.4791
1.0698,2.129841e+21,365.0399,0.321,0.4792
1.0707,1.965321e+21,337.1333,0.3212,0.4793
1.0716,1.978283e+21,339.65,0.3213,0.4794
1.0725,1.761905e+21,302.7619,0.3215,0.4795
1.0735,1.959158e+21,336.9489,0.3217,0.4796
1.0744,8.890547e+20,153.038,0.3219,0.4798
1.0753,1.481975e+21,255.322,0.3222,0.48
1.0763,1.537094e+21,265.0479,0.3224,0.4802
1.0772,1.259314e+21,217.3378,0.3226,0.4804
1.0781,7.511507e+20,129.7495,0.3229,0.4807
1.0791,1.34601e+21,232.7045,0.3231,0.4809
1.08,1.66556e+21,288.2007,0.3234,0.4811
1.0809,3.62571e+20,62.79227,0.3236,0.4813
1.0819,9.633352e+20,166.9819,0.3239,0.4816
1.0828,8.901136e+20,154.4246,0.3242,0.4819
1.0838,6.885124e+20,119.5535,0.3245,0.4822
1.0847,1.890661e+21,328.5823,0.3248,0.4824
1.0857,1.359354e+21,236.452,0.325,0.4826
1.0866,1.166281e+21,203.0459,0.3252,0.4828
1.0876,1.539908e+21,268.3283,0.3254,0.483
1.0885,1.790905e+21,312.3385,0.3256,0.4831
1.0895,1.216466e+21,212.3412,0.3259,0.4833
1.0905,1.717927e+21,300.138,0.3261,0.4835
1.0914,7.664311e+20,134.0205,0.3263,0.4837
1.0924,9.179318e+19,16.06539,0.3267,0.4841
1.0933,2.471433e+20,43.29246,0.327,0.4845
1.0943,9.053518e+20,158.7318,0.3274,0.4848
1.0953,1.378848e+21,241.9617,0.3276,0.485
1.0962,1.736398e+21,304.9744,0.3278,0.4852
1.0972,4.134635e+20,72.68342,0.3281,0.4854
1.0982,6.188365e+20,108.8826,0.3284,0.4858
1.0992,5.782308e+20,101.8283,0.3288,0.4861
1.1001,9.139439e+20,161.0914,0.3291,0.4864
1.1011,2.990401e+20,52.75549,0.3294,0.4867
1.1021,8.341053e+20,147.2804,0.3297,0.4871
1.1031,6.267374e+20,110.7633,0.33,0.4874
1.104,7.37026e+20,130.3706,0.3304,0.4877
1.105,4.684717e+20,82.94059,0.3307,0.488
1.106,1.063065e+21,188.3783,0.331,0.4883
1.107,8.093997e+20,143.5561,0.3313,0.4886
1.108,6.438412e+20,114.2945,0.3316,0.4889
1.109,1.234246e+21,219.2989,0.3319,0.4892
1.11,4.505344e+20,80.12192,0.3322,0.4895
1.111,1.136378e+21,202.2718,0.3325,0.4898
1.112,1.406358e+21,250.5518,0.3327,0.49
1.113,1.683127e+21,300.1292,0.333,0.4901
1.114,1.503097e+21,268.2677,0.3332,0.4903
1.115,2.308982e+21,412.47,0.3333,0.4904
1.116,1.846015e+21,330.0637,0.3335,0.4905
1.117,2.659822e+21,475.9991,0.3336,0.4905
1.118,2.28597e+21,409.4638,0.3337,0.4905
1.119,2.295642e+21,411.5675,0.3338,0.4905
1.12,2.660622e+21,477.4326,0.3339,0.4905
1.121,2.18584e+21,392.5905,0.334,0.4905
1.122,2.774419e+21,498.7539,0.3341,0.4905
1.123,2.554967e+21,459.7194,0.3342,0.4905
1.1241,2.541056e+21,457.6309,0.3342,0.4904
1.1251,2.547518e+21,459.2111,0.3343,0.4904
1.1261,2.693026e+21,485.8809,0.3344,0.4904
1.1271,2.625221e+21,474.078,0.3345,0.4903
1.1282,2.736368e+21,494.5992,0.3345,0.4903
1.1292,2.703052e+21,489.0223,0.3346,0.4902
1.1302,3.100955e+21,561.5202,0.3346,0.4901
1.1312,2.690019e+21,487.5525,0.3347,0.49
1.1323,2.775633e+21,503.5291,0.3347,0.49
1.1333,2.868939e+21,520.9315,0.3347,0.4899
1.1343,2.706958e+21,491.9692,0.3348,0.4898
1.1354,3.073127e+21,559.0292,0.3348,0.4897
1.1364,3.102181e+21,564.8316,0.3348,0.4896
1.1375,2.922136e+21,532.538,0.3348,0.4895
1.1385,3.037119e+21,554.001,0.3349,0.4893
1.1396,3.101866e+21,566.3315,0.3349,0.4892
1.1406,2.956691e+21,540.3223,0.3349,0.4891
1.1417,2.881607e+21,527.0861,0.3349,0.489
1.1427,3.076952e+21,563.3361,0.3349,0.4888
1.1438,2.992012e+21,548.2905,0.3349,0.4887
1.1448,3.08493e+21,565.8398,0.3349,0.4886
1.1459,3.031441e+21,556.5426,0.3349,0.4884
1.1469,2.979088e+21,547.437,0.3349,0.4883
1.148,3.054659e+21,561.8438,0.3349,0.4882
1.1491,3.084538e+21,567.8653,0.3349,0.488
1.1501,3.068188e+21,565.3792,0.3349,0.4879
1.1512,3.065389e+21,565.3879,0.3349,0.4877
1.1523,3.109312e+21,574.0221,0.3349,0.4876
1.1533,2.988722e+21,552.2729,0.3349,0.4874
1.1544,3.126562e+21,578.2816,0.3348,0.4873
1.1555,3.0278e+21,560.5367,0.3348,0.4871
1.1566,3.078015e+21,570.3646,0.3348,0.4869
1.1576,3.075644e+21,570.4575,0.3348,0.4868
1.1587,3.007747e+21,558.3855,0.3348,0.4866
1.1598,2.907907e+21,540.3553,0.3348,0.4865
1.1609,3.063869e+21,569.8696,0.3348,0.4863
1.162,3.059611e+21,569.611,0.3348,0.4862
1.1631,3.035327e+21,565.6201,0.3348,0.486
1.1642,3.085648e+21,575.5372,0.3347,0.4858
1.1653,3.090805e+21,577.0409,0.3347,0.4857
1.1664,3.035425e+21,567.2348,0.3347,0.4855
1.1675,3.076813e+21,575.5104,0.3347,0.4853
1.1686,3.012602e+21,564.031,0.3346,0.4852
1.1697,3.074889e+21,576.2357,0.3346,0.485
1.1708,2.983735e+21,559.6814,0.3346,0.4848
1.1719,3.068721e+21,576.1669,0.3346,0.4846
1.173,3.091866e+21,581.0617,0.3346,0.4845
1.1741,3.090701e+21,581.3928,0.3345,0.4843
1.1752,3.09175e+21,582.1415,0.3345,0.4841
1.1763,3.073411e+21,579.2375,0.3344,0.4839
1.1774,3.077614e+21,580.5803,0.3344,0.4837
1.1786,3.078261e+21,581.2544,0.3344,0.4835
1.1797,3.088487e+21,583.7403,0.3343,0.4833
1.1808,3.076954e+21,582.1143,0.3343,0.4831
1.1819,3.088465e+21,584.849,0.3343,0.4829
1.1831,3.097307e+21,587.083,0.3342,0.4827
1.1842,3.06142e+21,580.8351,0.3342,0.4825
1.1853,3.007118e+21,571.0779,0.3341,0.4823
1.1865,3.079031e+21,585.2944,0.3341,0.4821
1.1876,3.087803e+21,587.5241,0.334,0.4819
1.1887,3.064749e+21,583.6967,0.334,0.4817
1.1899,3.08695e+21,588.4892,0.3339,0.4815
1.191,3.076972e+21,587.1504,0.3339,0.4813
1.1922,3.067839e+21,585.9705,0.3338,0.4811
1.1933,3.08022e+21,588.9016,0.3338,0.4809
1.1945,3.050264e+21,583.7364,0.3337,0.4807
1.1956,3.056173e+21,585.431,0.3337,0.4805
1.1968,3.079169e+21,590.4055,0.3336,0.4803
1.1979,3.071702e+21,589.5427,0.3336,0.48
1.1991,3.052977e+21,586.5156,0.3335,0.4798
1.2002,3.026135e+21,581.9218,0.3335,0.4796
1.2014,3.069747e+21,590.8803,0.3334,0.4794
1.2026,3.058563e+21,589.2985,0.3334,0.4792
1.2037,3.063825e+21,590.8855,0.3333,0.479
1.2049,3.03602e+21,586.0921,0.3332,0.4787
1.2061,3.060568e+21,591.4058,0.3332,0.4785
1.2072,3.048127e+21,589.5752,0.3331,0.4783
1.2084,3.053747e+21,591.2379,0.333,0.4781
1.2096,3.049942e+21,591.0774,0.333,0.4778
1.2108,3.010725e+21,584.0468,0.3329,0.4776
1.212,3.021474e+21,586.705,0.3329,0.4774
1.2132,2.989304e+21,581.0263,0.3328,0.4771
1.2143,3.032612e+21,590.0213,0.3327,0.4769
1.2155,3.011688e+21,586.5249,0.3327,0.4767
1.2167,2.959104e+21,576.8497,0.3326,0.4765
1.2179,3.059373e+21,596.9821,0.3325,0.4762
1.2191,3.004027e+21,586.7587,0.3324,0.476
1.2203,3.0289e+21,592.1993,0.3324,0.4757
1.2215,3.006719e+21,588.4416,0.3323,0.4755
1.2227,3.050798e+21,597.6572,0.3322,0.4753
1.2239,3.028824e+21,593.938,0.3321,0.475
1.2251,3.024744e+21,593.7242,0.3321,0.4748
1.2264,3.032611e+21,595.8572,0.332,0.4745
1.2276,3.008394e+21,591.6842,0.3319,0.4743
1.2288,3.001886e+21,590.9894,0.3318,0.474
1.23,3.02262e+21,595.6616,0.3317,0.4737
1.2312,3.016452e+21,595.0365,0.3316,0.4735
1.2324,2.945426e+21,581.6032,0.3316,0.4732
1.2337,2.809792e+21,555.3729,0.3315,0.473
1.2349,2.972438e+21,588.1061,0.3314,0.4728
1.2361,3.008877e+21,595.9092,0.3314,0.4725
1.2374,2.973867e+21,589.5633,0.3313,0.4723
1.2386,3.031639e+21,601.6168,0.3312,0.472
1.2398,2.985613e+21,593.0757,0.3311,0.4717
1.2411,2.989822e+21,594.5062,0.331,0.4715
1.2423,2.982063e+21,593.5576,0.3309,0.4712
1.2436,2.976488e+21,593.0422,0.3308,0.4709
1.2448,3.004168e+21,599.1581,0.3307,0.4707
1.2461,3.006807e+21,600.2873,0.3306,0.4704
1.2473,3.007082e+21,600.946,0.3305,0.4701
1.2486,2.931145e+21,586.3605,0.3304,0.4698
1.2498,2.976759e+21,596.0856,0.3303,0.4696
1.2511,2.977882e+21,596.9122,0.3302,0.4693
1.2524,2.884921e+21,578.8625,0.3301,0.469
1.2536,2.942135e+21,590.9394,0.33,0.4688
1.2549,2.876675e+21,578.3762,0.3299,0.4685
1.2562,2.886141e+21,580.8674,0.3298,0.4682
1.2574,2.922332e+21,588.7477,0.3297,0.468
1.2587,2.670309e+21,538.5201,0.3296,0.4677
1.26,2.852321e+21,575.811,0.3296,0.4675
1.2613,2.578793e+21,521.1223,0.3295,0.4672
1.2626,2.661403e+21,538.3637,0.3295,0.467
1.2639,2.734545e+21,553.7232,0.3294,0.4668
1.2651,2.310793e+21,468.3942,0.3294,0.4666
1.2664,2.431241e+21,493.3123,0.3294,0.4665
1.2677,2.336213e+21,474.5152,0.3293,0.4663
1.269,2.418226e+21,491.676,0.3293,0.4662
1.2703,2.158909e+21,439.401,0.3293,0.4661
1.2716,2.219869e+21,452.2716,0.3294,0.466
1.2729,2.158345e+21,440.1883,0.3294,0.4658
1.2742,2.268361e+21,463.1012,0.3294,0.4657
1.2756,2.564032e+21,524.003,0.3294,0.4656
1.2769,2.653963e+21,542.9404,0.3293,0.4653
1.2782,2.351686e+21,481.5974,0.3293,0.4652
1.2795,2.535081e+21,519.6904,0.3292,0.465
1.2808,2.401582e+21,492.8317,0.3292,0.4648
1.2822,1.844532e+21,378.9102,0.3292,0.4647
1.2835,1.840097e+21,378.3904,0.3293,0.4647
1.2848,1.838e+21,378.3509,0.3294,0.4646
1.2861,1.668101e+21,343.7335,0.3295,0.4646
1.2875,1.831273e+21,377.7492,0.3296,0.4646
1.2888,1.596795e+21,329.7241,0.3297,0.4647
1.2902,1.661945e+21,343.5341,0.3298,0.4647
1.2915,1.511131e+21,312.6853,0.33,0.4647
1.2928,1.338784e+21,277.3118,0.3301,0.4648
1.2942,1.645751e+21,341.2519,0.3303,0.4649
1.2956,9.632369e+20,199.9391,0.3305,0.465
1.2969,1.164348e+21,241.9365,0.3307,0.4652
1.2983,1.20653e+21,250.9639,0.3309,0.4653
1.2996,1.495136e+21,311.3214,0.3311,0.4654
1.301,1.207575e+21,251.7086,0.3313,0.4656
1.3024,9.420522e+20,196.5688,0.3315,0.4657
1.3037,1.689455e+21,352.8927,0.3317,0.4658
1.3051,5.126403e+20,107.1928,0.3319,0.466
1.3065,1.714145e+21,358.8046,0.3321,0.4662
1.3078,9.486306e+20,198.7767,0.3323,0.4663
1.3092,1.279739e+21,268.4405,0.3325,0.4665
1.3106,6.689532e+20,140.4692,0.3328,0.4667
1.312,1.261677e+21,265.2119,0.333,0.4669
1.3134,9.761581e+20,205.4115,0.3333,0.4671
1.3148,9.476934e+20,199.6332,0.3335,0.4673
1.3162,1.37565e+21,290.0906,0.3337,0.4674
1.3176,1.258376e+21,265.6425,0.3339,0.4675
1.319,1.591138e+21,336.2456,0.3341,0.4676
1.3204,1.340866e+21,283.6588,0.3342,0.4677
1.3218,6.7213e+20,142.34,0.3345,0.4679
1.3232,5.457262e+20,115.6943,0.3348,0.4682
1.3246,5.374549e+20,114.0625,0.3352,0.4685
1.326,8.325087e+20,176.8698,0.3355,0.4688
1.3275,4.757258e+20,101.1781,0.3358,0.4691
1.3289,8.191646e+20,174.4079,0.3361,0.4694
1.3303,9.889386e+20,210.7803,0.3364,0.4697
1.3317,1.340764e+21,286.0746,0.3366,0.4698
1.3332,1.411206e+21,301.4282,0.3368,0.4699
1.3346,1.794604e+21,383.7333,0.3369,0.4699
1.336,1.913452e+21,409.5869,0.3369,0.4698
1.3375,2.546847e+21,545.7574,0.3369,0.4697
1.3389,2.267446e+21,486.41,0.3368,0.4694
1.3404,2.285141e+21,490.736,0.3368,0.4692
1.3418,2.31105e+21,496.8371,0.3367,0.469
1.3433,2.378712e+21,511.9373,0.3367,0.4688
1.3447,2.228483e+21,480.1257,0.3366,0.4686
1.3462,2.475731e+21,533.9743,0.3365,0.4683
1.3477,2.352747e+21,508.0004,0.3365,0.4681
1.3491,2.328161e+21,503.2387,0.3364,0.4679
1.3506,1.861776e+21,402.8667,0.3364,0.4677
1.3521,2.286068e+21,495.218,0.3364,0.4676
